sex,exper,school,wage
F,8,12,2.441729861
F,8,12,1.592356688
F,8,12,4.742685593
F,8,12,3.67466928
F,8,12,3.943917493
F,8,12,4.5933366
F,8,12,7.151302491
F,8,12,5.24066758
F,8,12,4.980636375
F,8,12,6.038734166
F,8,12,2.333123352
F,8,12,6.665679159
F,8,12,6.175344496
F,8,12,3.366504626
F,8,12,8.727339539
F,8,12,4.05894842
F,8,12,2.789007971
F,8,12,4.090457547
F,8,12,2.547770701
F,8,12,3.98089172
F,8,12,12.78680402
F,8,12,2.163879743
F,8,12,9.683250129
F,8,12,13.08786319
F,8,12,4.549590537
F,8,12,5.97133758
F,8,12,3.98089172
F,8,12,7.34933856
F,8,12,6.501026478
F,8,12,2.777366316
F,8,12,4.5933366
F,8,12,4.069921247
F,8,12,9.598372258
F,8,12,3.509209847
F,8,12,3.069603254
F,8,12,6.250372046
F,8,12,5.864433838
F,8,12,3.928280816
F,8,12,3.770516904
F,8,12,6.84884597
F,8,12,3.919647232
F,8,12,3.67466928
F,8,12,1.821918407
F,8,12,3.526216306
F,8,12,10.92469245
F,8,12,5.171756764
F,8,12,2.915582668
F,8,12,4.97611465
F,8,12,8.880450759
F,8,12,0.281335104
F,8,12,4.89955904
F,8,12,4.115946205
F,8,12,5.510771636
F,8,12,3.289993157
F,8,12,5.310950586
F,8,12,3.0622244
F,8,12,6.1244488
M,8,12,4.332943368
M,8,12,5.573248408
M,8,12,9.034647875
M,8,12,5.43731552
M,8,12,5.830138903
M,8,12,3.332839579
M,8,12,8.11489466
M,8,12,7.464171975
M,8,12,5.816828084
M,8,12,10.19849989
M,8,12,4.74644782
M,8,12,6.1244488
M,8,12,3.578329636
M,8,12,3.281219842
M,8,12,2.569734241
M,8,12,4.386657542
M,8,12,6.322011664
M,8,12,7.156045493
M,8,12,9.569451249
M,8,12,8.26800588
M,8,12,4.5933366
M,8,12,4.87456129
M,8,12,3.258776478
M,8,12,9.799118079
M,8,12,4.28711416
M,8,12,9.186673199
M,8,12,5.81822636
M,8,12,7.04311612
M,8,12,5.130991891
M,8,12,4.592417932
M,8,12,4.094331839
M,8,12,5.988349937
M,8,12,2.82041037
M,8,12,3.249707526
M,8,12,14.39245468
M,8,12,4.598708923
M,8,12,8.92142339
M,8,12,7.912331368
M,8,12,2.769315979
M,8,12,6.369426752
M,8,12,9.637948374
M,8,12,7.34933856
M,8,12,6.303078556
M,8,12,5.81822636
M,8,12,7.224302554
M,8,12,9.692605926
M,8,12,7.361649009
M,8,12,7.181216436
M,8,12,9.952229299
M,8,12,4.77826463
M,8,12,8.2325924
M,8,12,4.65849031
M,8,12,3.98089172
M,8,12,6.645026948
M,8,12,16.85405094
M,8,12,3.510205124
M,8,12,7.891325179
M,8,12,8.256664308
M,8,12,7.84734302
M,8,12,9.186673199
M,8,12,9.592510168
M,8,12,5.869263433
M,8,12,4.683402023
M,8,12,4.912897222
M,8,12,8.344227186
M,8,12,4.89955904
M,8,12,3.280168
M,8,12,6.526052
M,8,12,8.14137254
M,8,12,5.320170837
M,8,12,5.991689787
M,8,12,7.516116288
M,8,12,6.405010141
M,8,12,6.67762482
M,8,12,7.507388851
M,8,12,2.53762022
M,8,12,3.545421474
M,8,12,5.247020605
M,8,12,5.81822636
M,8,12,5.603601248
M,8,12,28.30856334
M,8,12,9.186673199
M,8,12,12.3563937
M,8,12,4.99149824
M,8,12,8.57422832
M,8,12,8.359872612
M,8,12,5.116005423
M,8,12,7.083699816
M,8,12,7.655561
M,8,12,6.004846769
M,8,12,3.912958414
M,8,12,4.511677282
M,8,12,4.238912479
M,8,12,10.49905509
M,8,12,4.320347603
M,8,12,4.834804634
M,8,12,4.89955904
M,8,12,6.143351419
F,9,12,1.355197181
F,9,12,4.008730123
F,9,12,2.403557265
F,9,12,3.283209666
F,9,12,3.387992953
F,9,12,3.943917493
F,9,12,1.026185421
F,9,12,4.316205292
F,9,12,3.98089172
F,9,12,4.479596836
F,9,12,4.28711416
F,9,12,4.447923709
F,9,12,1.532954694
F,9,12,3.21533562
F,9,12,4.303666724
F,9,12,4.5933366
F,9,12,3.98089172
F,9,12,7.834054293
F,9,12,4.21943356
F,9,12,7.593266606
F,9,12,6.43067124
F,9,12,6.73689368
F,9,12,3.67466928
F,9,12,5.059327269
F,9,12,3.461644974
F,9,12,4.5933366
F,9,12,4.985278765
F,9,12,4.022795843
F,9,12,3.266372693
F,9,12,5.374494398
F,9,12,7.012212938
F,9,12,2.365304364
F,9,12,6.025133414
F,9,12,2.411501715
F,9,12,2.137391527
F,9,12,32.49740023
F,9,12,7.926812209
F,9,12,8.293524416
F,9,12,8.369811763
F,9,12,4.072758452
F,9,12,1.693996477
F,9,12,0.668706221
F,9,12,3.345807827
F,9,12,13.17812431
F,9,12,6.499415053
F,9,12,5.545520804
F,9,12,3.533662553
F,9,12,1.305407986
F,9,12,8.57422832
F,9,12,7.295658132
F,9,12,5.168175215
F,9,12,2.822105619
F,9,12,5.51200392
F,9,12,5.790387956
F,9,12,8.283936527
F,9,12,4.470847624
F,9,12,3.346325696
F,9,12,3.115480476
F,9,12,3.0622244
F,9,12,6.29536365
F,9,12,4.312632696
F,9,12,9.330214968
F,9,12,2.90911318
F,9,12,4.992701699
F,9,12,3.36844684
F,9,12,5.237084218
F,9,12,4.654581088
F,9,12,4.088262988
F,9,12,16.78098971
F,9,12,2.862663709
F,9,12,1.170850506
F,9,12,8.049275565
F,9,12,3.8277805
F,9,12,10.29402303
F,9,12,3.406662606
F,9,12,3.584082577
F,9,12,6.066120716
F,9,12,5.516059846
F,9,12,7.014787171
F,9,12,4.89955904
F,9,12,5.111029369
F,9,12,5.808799789
F,9,12,7.72859313
F,9,12,4.286289873
F,9,12,4.062134408
F,9,12,3.334778404
F,9,12,10.61571125
F,9,12,11.00599476
F,9,12,7.167163175
F,9,12,7.655561
F,9,12,4.151395462
F,9,12,3.934781005
F,9,12,6.1244488
F,9,12,5.3588927
F,9,12,3.174339717
F,9,12,5.140883083
F,9,12,9.567808425
F,9,12,6.73689368
F,9,12,4.712723265
F,9,12,4.838652919
F,9,12,6.1244488
F,9,12,4.885941588
F,9,12,0.519790005
F,9,12,4.28711416
F,9,12,2.229299363
F,9,12,4.209946105
F,9,12,3.768891569
F,9,12,7.96178344
F,9,12,5.894169525
F,9,12,6.361474908
F,9,12,2.866242038
F,9,12,4.89955904
F,9,12,7.556413348
F,9,12,2.826668677
F,9,12,9.477340985
F,9,12,2.515074729
M,9,12,2.041482933
M,9,12,2.529457883
M,9,12,2.359046945
M,9,12,4.749133982
M,9,12,4.394085561
M,9,12,7.696390658
M,9,12,3.214384618
M,9,12,3.001300564
M,9,12,8.26800588
M,9,12,6.808697562
M,9,12,12.28389445
M,9,12,3.98089172
M,9,12,5.20578148
M,9,12,4.496065942
M,9,12,4.89955904
M,9,12,2.338262391
M,9,12,5.678537966
M,9,12,7.04311612
M,9,12,3.976910828
M,9,12,7.34933856
M,9,12,7.04311612
M,9,12,3.36844684
M,9,12,7.453584497
M,9,12,4.89955904
M,9,12,6.43067124
M,9,12,4.246284501
M,9,12,6.73689368
M,9,12,1.741640127
M,9,12,12.85323829
M,9,12,10.49425003
M,9,12,6.563913065
M,9,12,3.180002261
M,9,12,4.604404881
M,9,12,8.157031535
M,9,12,12.16922997
M,9,12,7.568788645
M,9,12,8.57422832
M,9,12,8.20097865
M,9,12,6.260547662
M,9,12,9.186673199
M,9,12,15.311122
M,9,12,7.512657194
M,9,12,10.7177854
M,9,12,9.186673199
M,9,12,5.272704265
M,9,12,5.103707333
M,9,12,3.311322776
M,9,12,3.364133848
M,9,12,3.573956122
M,9,12,4.66055616
M,9,12,15.311122
M,9,12,4.649216607
M,9,12,2.203742077
M,9,12,2.14355708
M,9,12,10.7177854
M,9,12,2.680735165
M,9,12,1.04245937
M,9,12,3.8837968
M,9,12,4.549590537
M,9,12,7.213239697
M,9,12,7.04311612
M,9,12,7.237984945
M,9,12,6.079279329
M,9,12,10.7177854
M,9,12,6.591903495
M,9,12,8.462874705
M,9,12,8.982524906
M,9,12,2.2966683
M,9,12,5.367494454
M,9,12,5.653337354
M,9,12,3.312101911
M,9,12,5.151868497
M,9,12,11.08233592
M,9,12,13.8594008
M,9,12,6.725481663
M,9,12,5.661712668
M,9,12,5.414012739
M,9,12,7.191288268
M,9,12,6.8900049
M,9,12,4.89955904
M,9,12,6.255686988
M,9,12,6.64003969
M,9,12,12.2488976
M,9,12,4.209144987
M,9,12,7.640249878
M,9,12,6.379634166
M,9,12,3.72737538
M,9,12,10.41156296
M,9,12,3.354406901
M,9,12,5.536339478
M,9,12,15.92356688
M,9,12,4.303666724
M,9,12,4.161841343
M,9,12,6.239918999
M,9,12,5.51200392
M,9,12,5.81822636
M,9,12,2.278185425
M,9,12,5.09216538
M,9,12,3.0622244
M,9,12,5.193596503
M,9,12,7.04311612
M,9,12,5.129555567
M,9,12,5.20578148
M,9,12,1.367318802
M,9,12,7.565971064
M,9,12,7.225591135
M,9,12,6.106950375
M,9,12,8.908289163
M,9,12,11.94267516
M,9,12,3.67466928
M,9,12,4.712075913
M,9,12,11.63645272
M,9,12,5.20578148
M,9,12,5.188671401
M,9,12,5.859321146
M,9,12,6.910770436
M,9,12,9.749460386
M,9,12,7.373787457
M,9,12,7.839294464
M,9,12,5.498785685
M,9,12,3.851281292
M,9,12,13.47378736
M,9,12,6.921362077
M,9,12,13.16756492
M,9,12,3.8277805
M,9,12,4.099689542
M,9,12,11.63645272
M,9,12,27.45442565
M,9,12,7.126631331
M,9,12,4.5933366
M,9,12,4.016755609
M,9,12,7.621536284
M,9,12,6.1244488
F,10,12,3.54842716
F,10,12,4.763460178
F,10,12,3.612151277
F,10,12,2.274795268
F,10,12,5.8734468
F,10,12,5.897617363
F,10,12,4.593064402
F,10,12,5.083341382
F,10,12,4.744451957
F,10,12,7.96178344
F,10,12,3.67466928
F,10,12,7.34933856
F,10,12,3.21533562
F,10,12,6.654624964
F,10,12,2.807039033
F,10,12,9.799118079
F,10,12,3.089647305
F,10,12,3.821656051
F,10,12,4.005928775
F,10,12,5.696235306
F,10,12,6.270420118
F,10,12,5.192467461
F,10,12,4.526766504
F,10,12,4.491262453
F,10,12,3.0622244
F,10,12,3.10703744
F,10,12,5.696962273
F,10,12,2.75600196
F,10,12,7.396192266
F,10,12,6.73689368
F,10,12,9.392703044
F,10,12,2.211606511
F,10,12,8.57422832
F,10,12,7.563694268
F,10,12,3.849653531
F,10,12,6.103013229
F,10,12,4.371175222
F,10,12,4.409603136
F,10,12,3.10703744
F,10,12,3.67466928
F,10,12,5.81822636
F,10,12,6.42458735
F,10,12,7.232505774
F,10,12,5.175327703
F,10,12,7.519125259
F,10,12,3.011549292
F,10,12,3.791325447
F,10,12,2.740819743
F,10,12,3.67466928
F,10,12,5.81822636
F,10,12,3.899649032
F,10,12,6.84884597
F,10,12,10.1481026
F,10,12,7.34933856
F,10,12,5.05267026
F,10,12,7.47512186
F,10,12,4.712075913
F,10,12,15.311122
F,10,12,4.559345909
F,10,12,4.89955904
F,10,12,6.025133414
F,10,12,3.98089172
F,10,12,5.605186794
F,10,12,2.387341361
F,10,12,5.653337354
F,10,12,4.281967564
F,10,12,1.39654549
F,10,12,4.13400294
F,10,12,8.917197452
F,10,12,5.722223538
F,10,12,8.930330291
F,10,12,6.0868242
F,10,12,6.804310975
F,10,12,2.10212104
F,10,12,5.51200392
F,10,12,3.538570418
F,10,12,2.683290419
F,10,12,3.051034049
M,10,12,11.45580351
M,10,12,3.0622244
M,10,12,6.130999012
M,10,12,3.252724896
M,10,12,4.411334429
M,10,12,8.685581934
M,10,12,5.345366974
M,10,12,5.51200392
M,10,12,5.20578148
M,10,12,2.114917571
M,10,12,11.19899209
M,10,12,3.8781215
M,10,12,7.96178344
M,10,12,5.849473547
M,10,12,7.34933856
M,10,12,7.50816513
M,10,12,4.825323297
M,10,12,4.28711416
M,10,12,4.97611465
M,10,12,9.764451388
M,10,12,10.11020119
M,10,12,16.22978932
M,10,12,4.93304122
M,10,12,5.141241324
M,10,12,4.89955904
M,10,12,5.12081141
M,10,12,10.16658501
M,10,12,7.50244978
M,10,12,11.02400784
M,10,12,5.3588927
M,10,12,0.338237066
M,10,12,8.124268816
M,10,12,10.04409603
M,10,12,6.58378246
M,10,12,4.70226136
M,10,12,3.992528173
M,10,12,4.454144582
M,10,12,7.814343005
M,10,12,7.006369427
M,10,12,5.20578148
M,10,12,0.415216868
M,10,12,7.72571978
M,10,12,8.807108595
M,10,12,4.109307582
M,10,12,4.5933366
M,10,12,7.716805488
M,10,12,9.064184223
M,10,12,11.63645272
M,10,12,6.775985906
M,10,12,7.021986771
M,10,12,4.549590537
M,10,12,8.084272416
M,10,12,7.04311612
M,10,12,3.8277805
M,10,12,4.94955454
M,10,12,7.259273136
M,10,12,8.26800588
M,10,12,3.31885024
M,10,12,4.281637471
M,10,12,11.90390992
M,10,12,5.463056083
M,10,12,6.43067124
M,10,12,5.824426814
M,10,12,5.05267026
M,10,12,6.73689368
M,10,12,2.526731791
M,10,12,6.43067124
M,10,12,3.905780555
M,10,12,12.06543394
M,10,12,4.89955904
M,10,12,2.90911318
M,10,12,5.81822636
M,10,12,7.00418062
M,10,12,7.655561
M,10,12,4.726496551
M,10,12,6.324781237
M,10,12,9.97003293
M,10,12,11.7589417
M,10,12,8.4211171
M,10,12,9.799118079
M,10,12,6.050955414
M,10,12,12.92688086
M,10,12,5.51200392
M,10,12,6.420793096
M,10,12,3.110071656
M,10,12,4.409603136
M,10,12,4.695410746
M,10,12,4.804252016
M,10,12,6.43067124
M,10,12,10.06814545
M,10,12,8.853257261
M,10,12,3.919647232
M,10,12,8.106543138
M,10,12,11.22232332
F,11,12,6.380595586
F,11,12,3.894757656
F,11,12,3.267896188
F,11,12,7.624938756
F,11,12,3.450705238
F,11,12,6.345541401
F,11,12,5.51200392
F,11,12,3.234474522
F,11,12,6.78035751
F,11,12,6.451247451
F,11,12,3.896468241
F,11,12,4.608370776
F,11,12,7.123700972
F,11,12,5.902171507
F,11,12,3.710345681
F,11,12,4.491262453
F,11,12,5.51200392
F,11,12,6.73689368
F,11,12,6.649401554
F,11,12,7.655561
F,11,12,7.607210088
F,11,12,2.870835375
F,11,12,5.111331157
F,11,12,6.026848022
F,11,12,6.170382166
F,11,12,2.507799298
F,11,12,12.31203625
F,11,12,4.382633086
F,11,12,0.425811259
F,11,12,3.0622244
F,11,12,2.456693291
F,11,12,6.61602401
F,11,12,5.527188503
F,11,12,1.196136479
F,11,12,3.919647232
F,11,12,2.98566879
F,11,12,3.223551344
F,11,12,4.305158463
F,11,12,2.810041214
F,11,12,7.662960719
F,11,12,0.91121985
F,11,12,1.633186347
F,11,12,7.283128302
F,11,12,4.144963179
F,11,12,6.43067124
F,11,12,6.050405377
F,11,12,5.092407612
F,11,12,6.72098602
F,11,12,4.28711416
F,11,12,5.573248408
F,11,12,5.253135465
F,11,12,2.929220274
F,11,12,7.129955319
F,11,12,3.175640118
F,11,12,5.20578148
F,11,12,2.196354052
F,11,12,4.5933366
F,11,12,2.75600196
F,11,12,7.839294464
F,11,12,5.726359628
F,11,12,3.122268016
M,11,12,7.655561
M,11,12,3.490935816
M,11,12,2.632940605
M,11,12,3.503184713
M,11,12,2.911737944
M,11,12,6.1244488
M,11,12,6.1244488
M,11,12,4.825323297
M,11,12,4.89955904
M,11,12,2.465584549
M,11,12,7.04311612
M,11,12,4.89955904
M,11,12,8.95300949
M,11,12,7.34933856
M,11,12,7.81156111
M,11,12,5.51200392
M,11,12,3.15318156
M,11,12,8.717281138
M,11,12,5.846064763
M,11,12,5.51200392
M,11,12,6.757233177
M,11,12,6.510969568
M,11,12,11.78531443
M,11,12,6.43067124
M,11,12,5.414012739
M,11,12,12.48907206
M,11,12,3.0622244
M,11,12,5.81822636
M,11,12,7.556946993
M,11,12,4.28711416
M,11,12,7.279344859
M,11,12,7.427156244
M,11,12,8.492569002
M,11,12,6.885866759
M,11,12,5.540926337
M,11,12,9.960420435
M,11,12,7.373836355
M,11,12,5.048030526
M,11,12,8.880450759
M,11,12,5.027171864
M,11,12,5.3588927
M,11,12,5.51200392
M,11,12,5.414012739
M,11,12,2.580207596
M,11,12,6.30886168
M,11,12,11.76959291
M,11,12,10.10534052
M,11,12,9.82070204
M,11,12,8.26800588
M,11,12,4.812455768
M,11,12,6.2738256
M,11,12,6.104881871
M,11,12,9.506607092
M,11,12,7.655561
M,11,12,6.62307649
M,11,12,17.69285209
M,11,12,5.97133758
M,11,12,9.186673199
M,11,12,13.15997263
M,11,12,4.873703847
M,11,12,6.1244488
M,11,12,10.20741467
M,11,12,9.799118079
M,11,12,5.96202192
M,11,12,9.749122579
M,11,12,10.74840764
M,11,12,7.655561
M,11,12,7.04311612
M,11,12,8.57422832
M,11,12,7.655561
M,11,12,4.164625184
M,11,12,3.711146359
M,11,12,7.04311612
M,11,12,5.81822636
M,11,12,3.766536012
M,11,12,6.43067124
M,11,12,3.07074749
M,11,12,7.516368981
M,11,12,2.994174969
M,11,12,9.047481181
M,11,12,3.694111974
F,12,12,5.479769979
F,12,12,3.98089172
F,12,12,5.51200392
F,12,12,4.5933366
F,12,12,2.878490936
F,12,12,7.091467031
F,12,12,4.549590537
F,12,12,3.98089172
F,12,12,5.175159236
F,12,12,5.692797148
F,12,12,4.960803528
F,12,12,4.893285597
F,12,12,3.36844684
F,12,12,7.545627144
F,12,12,3.794552107
F,12,12,6.792408557
F,12,12,5.372524908
F,12,12,4.948500251
F,12,12,3.5850432
F,12,12,4.74644782
F,12,12,8.4211171
F,12,12,6.032582068
F,12,12,5.879470848
M,12,12,6.915377616
M,12,12,5.134564088
M,12,12,6.828760412
M,12,12,10.56467418
M,12,12,7.944758956
M,12,12,6.119741306
M,12,12,5.661712668
M,12,12,8.320422333
M,12,12,8.26800588
M,12,12,13.16756492
M,12,12,5.624217882
M,12,12,3.98089172
M,12,12,7.655561
M,12,12,5.81822636
M,12,12,9.254722631
M,12,12,7.80867222
M,12,12,3.67466928
M,12,12,7.438746571
M,12,12,5.3588927
M,12,12,5.567680727
M,12,12,4.697624936
M,12,12,8.676302466
M,12,12,4.948823345
M,12,12,9.186673199
M,12,12,5.857841893
M,12,12,6.73689368
M,12,12,8.819206271
M,12,12,3.655741623
M,12,12,6.598163071
M,12,12,5.05161432
M,12,12,5.554732632
M,12,12,8.307947937
M,12,12,5.290221555
M,12,12,7.34933856
F,2,11,2.529781146
F,2,11,1.712211492
F,2,11,3.895673854
M,2,11,11.81143697
M,2,11,2.532575249
M,2,11,1.729647455
F,3,11,2.64448323
F,3,11,2.458183566
F,3,11,3.0622244
F,3,11,5.536328279
F,3,11,5.20578148
F,3,11,3.52406808
F,3,11,1.797580457
F,3,11,4.28436777
M,3,11,1.647265539
M,3,11,9.492895639
M,3,11,1.633186347
M,3,11,9.458081487
M,3,11,2.31896605
M,3,11,2.653927813
M,3,11,6.389304588
M,3,11,5.51200392
M,3,11,5.86579766
M,3,11,3.899649032
F,4,11,3.0622244
F,4,11,3.293844718
F,4,11,4.78904267
F,4,11,6.137208068
F,4,11,3.919647232
F,4,11,4.018565774
F,4,11,4.89955904
F,4,11,3.000979912
F,4,11,0.92954832
F,4,11,5.861435661
F,4,11,2.44977952
F,4,11,1.838749062
F,4,11,9.926379353
F,4,11,2.270700637
F,4,11,5.107559188
F,4,11,2.518666114
F,4,11,0.816593173
F,4,11,3.113111804
F,4,11,7.96178344
F,4,11,0.661758624
F,4,11,7.34933856
F,4,11,10.56539983
F,4,11,2.566099986
F,4,11,5.397819281
F,4,11,4.082965866
F,4,11,8.407643312
F,4,11,3.450106157
F,4,11,2.161570165
F,4,11,1.192138697
F,4,11,2.516896767
M,4,11,2.761312176
M,4,11,3.10703744
M,4,11,6.407873996
M,4,11,4.562714356
M,4,11,6.27756002
M,4,11,4.74644782
M,4,11,6.43067124
M,4,11,2.793608224
M,4,11,2.250069233
M,4,11,1.611697053
M,4,11,8.324399319
M,4,11,4.97611465
M,4,11,4.44022538
M,4,11,5.287711962
M,4,11,9.971405078
M,4,11,10.56467418
M,4,11,8.329250368
M,4,11,7.025103035
M,4,11,12.2488976
M,4,11,5.620082428
F,5,11,0.779929806
F,5,11,9.560115199
F,5,11,1.569608735
F,5,11,5.157430568
F,5,11,5.756259933
F,5,11,5.741364527
F,5,11,5.200269476
F,5,11,5.389514944
F,5,11,5.587216449
F,5,11,1.185797534
F,5,11,3.67466928
F,5,11,4.97611465
F,5,11,2.971161167
F,5,11,3.376021246
F,5,11,1.842396168
F,5,11,6.244536031
F,5,11,2.33027808
F,5,11,2.388535032
F,5,11,3.592301422
F,5,11,7.605285674
F,5,11,2.899944091
F,5,11,6.73689368
F,5,11,10.78121232
F,5,11,7.275880154
F,5,11,3.0622244
F,5,11,6.1244488
F,5,11,6.8900049
F,5,11,2.242755898
F,5,11,1.806329618
F,5,11,6.499415053
F,5,11,2.44977952
F,5,11,5.710520536
F,5,11,0.554104111
M,5,11,4.5933366
M,5,11,4.777070064
M,5,11,39.8089172
M,5,11,6.098387315
M,5,11,11.72287132
M,5,11,9.299363057
M,5,11,4.28711416
M,5,11,5.153748443
M,5,11,7.34933856
M,5,11,3.492010281
M,5,11,5.554732632
M,5,11,7.655561
M,5,11,11.79523473
M,5,11,5.766559199
M,5,11,4.74644782
M,5,11,3.36844684
M,5,11,4.71809389
M,5,11,14.62368387
M,5,11,4.604404881
M,5,11,6.1244488
M,5,11,6.1244488
M,5,11,7.470315326
M,5,11,7.839294464
M,5,11,7.34933856
M,5,11,10.41156296
M,5,11,1.973021081
F,6,11,4.5933366
F,6,11,2.481113909
F,6,11,4.461344169
F,6,11,4.485511797
F,6,11,3.392412074
F,6,11,4.834479508
F,6,11,0.7655561
F,6,11,3.67466928
F,6,11,3.245957864
F,6,11,4.814429201
F,6,11,1.858782126
F,6,11,4.270485069
F,6,11,6.43067124
F,6,11,4.89955904
F,6,11,2.923990858
F,6,11,12.09578638
F,6,11,5.58855953
F,6,11,7.04311612
F,6,11,2.948808681
F,6,11,3.142809252
F,6,11,6.369426752
F,6,11,7.720517275
F,6,11,5.124237129
F,6,11,2.353036634
F,6,11,5.375043672
F,6,11,7.418934569
F,6,11,9.914673717
F,6,11,3.8277805
F,6,11,3.461644974
F,6,11,10.10534052
F,6,11,6.959600909
F,6,11,3.874347173
F,6,11,6.11431234
F,6,11,3.36844684
F,6,11,3.810768142
F,6,11,4.359518754
F,6,11,4.345612794
M,6,11,2.592208562
M,6,11,6.008893162
M,6,11,4.254019081
M,6,11,7.735167213
M,6,11,5.775802596
M,6,11,4.89955904
M,6,11,18.47341909
M,6,11,3.705291524
M,6,11,3.317409767
M,6,11,3.74546264
M,6,11,6.58679085
M,6,11,4.094631483
M,6,11,6.609782478
M,6,11,11.33023028
M,6,11,2.443067795
M,6,11,7.316233431
M,6,11,7.34933856
M,6,11,2.75600196
M,6,11,4.06935598
M,6,11,4.89955904
M,6,11,3.115480476
M,6,11,10.41156296
M,6,11,11.59562306
M,6,11,1.296234216
M,6,11,8.433534262
M,6,11,4.073470597
M,6,11,5.118289354
M,6,11,4.5933366
M,6,11,6.824385805
M,6,11,5.66511514
M,6,11,5.268431986
M,6,11,4.926187078
M,6,11,11.26898579
M,6,11,4.596493532
M,6,11,3.370067064
M,6,11,10.79563856
M,6,11,9.478313618
M,6,11,4.423213022
M,6,11,10.16658501
M,6,11,7.3588927
M,6,11,24.88057325
M,6,11,7.423574303
M,6,11,6.410637996
M,6,11,11.23142251
M,6,11,4.89955904
M,6,11,4.762978412
M,6,11,2.997377295
M,6,11,3.67466928
M,6,11,7.279344859
M,6,11,3.655920967
F,7,11,2.488057325
F,7,11,4.5933366
F,7,11,7.143282338
F,7,11,4.082965866
F,7,11,4.28711416
F,7,11,3.36844684
F,7,11,4.460532763
F,7,11,5.81822636
F,7,11,2.923671296
F,7,11,3.0622244
F,7,11,9.907997169
F,7,11,15.92356688
F,7,11,6.285618505
F,7,11,1.777750688
F,7,11,3.970909371
F,7,11,7.96178344
F,7,11,6.030627456
F,7,11,1.887237556
F,7,11,4.769121528
F,7,11,4.777070064
F,7,11,7.34933856
F,7,11,2.322186837
F,7,11,1.811554821
F,7,11,4.13400294
F,7,11,0.212314225
F,7,11,3.98089172
F,7,11,4.09697261
F,7,11,5.307855626
F,7,11,2.781170928
F,7,11,10.39300402
F,7,11,11.30667471
F,7,11,4.287435292
F,7,11,4.810745281
F,7,11,5.594150464
F,7,11,8.146941194
F,7,11,1.965815882
F,7,11,7.04311612
F,7,11,6.298879303
F,7,11,6.111061272
F,7,11,3.728858847
F,7,11,4.278885534
F,7,11,5.686988171
F,7,11,4.458598726
F,7,11,3.857200306
F,7,11,8.351026185
F,7,11,11.98079587
F,7,11,9.194710534
F,7,11,4.042028918
F,7,11,3.81860117
F,7,11,5.360906261
F,7,11,4.512751747
F,7,11,6.303078556
F,7,11,10.18367649
F,7,11,7.43719554
F,7,11,6.1244488
F,7,11,3.947250381
F,7,11,2.44977952
F,7,11,3.225026203
F,7,11,2.943071699
F,7,11,4.549590537
F,7,11,4.337861579
F,7,11,3.605335897
M,7,11,5.587216449
M,7,11,0.221160651
M,7,11,4.392708105
M,7,11,5.696235306
M,7,11,4.220026558
M,7,11,7.655561
M,7,11,5.20578148
M,7,11,4.114133545
M,7,11,5.20578148
M,7,11,3.209401076
M,7,11,4.631508372
M,7,11,3.184713376
M,7,11,3.821656051
M,7,11,2.75600196
M,7,11,9.186673199
M,7,11,9.952229299
M,7,11,2.640724192
M,7,11,5.307855626
M,7,11,13.46939707
M,7,11,5.97133758
M,7,11,5.3588927
M,7,11,6.58378246
M,7,11,2.445404914
M,7,11,6.961122133
M,7,11,0.42462845
M,7,11,3.67466928
M,7,11,6.438099816
M,7,11,1.751592357
M,7,11,4.307422105
M,7,11,3.36844684
M,7,11,7.674008134
M,7,11,3.373640372
M,7,11,6.31371748
M,7,11,7.34933856
M,7,11,2.067995699
M,7,11,7.96178344
M,7,11,11.6513904
M,7,11,4.364924934
M,7,11,8.062918665
M,7,11,15.311122
M,7,11,13.38192063
M,7,11,4.777547819
M,7,11,7.04311612
M,7,11,5.476516459
M,7,11,5.897617363
M,7,11,5.819780788
M,7,11,1.614784247
M,7,11,5.027024914
M,7,11,5.067475384
M,7,11,8.880450759
M,7,11,3.303644581
M,7,11,1.42620393
M,7,11,4.225527524
M,7,11,6.58412653
F,8,11,0.785271791
F,8,11,3.361641897
F,8,11,7.259984899
F,8,11,2.820118603
F,8,11,4.793848534
F,8,11,9.186673199
F,8,11,4.777070064
F,8,11,3.36844684
F,8,11,6.511873995
F,8,11,4.246284501
F,8,11,4.765157171
F,8,11,7.730702654
F,8,11,7.34933856
F,8,11,6.499415053
F,8,11,4.103004963
F,8,11,4.28711416
F,8,11,3.735913768
F,8,11,5.681648276
F,8,11,7.655561
F,8,11,2.803444873
F,8,11,4.549590537
F,8,11,3.029361504
F,8,11,5.51200392
F,8,11,3.512551517
F,8,11,2.978508913
F,8,11,2.761312176
F,8,11,1.486839076
F,8,11,5.202565608
F,8,11,4.676851811
F,8,11,6.04956471
F,8,11,7.317523241
F,8,11,6.607957915
F,8,11,5.218249325
F,8,11,6.342245699
F,8,11,6.1244488
F,8,11,3.15318156
F,8,11,7.114785201
F,8,11,10.10534052
F,8,11,5.787604116
F,8,11,3.36844684
F,8,11,5.20578148
F,8,11,3.67466928
F,8,11,4.549590537
F,8,11,6.314177697
F,8,11,1.923136097
F,8,11,0.551200392
F,8,11,5.606130519
F,8,11,6.987455613
F,8,11,3.746721619
F,8,11,5.20578148
F,8,11,8.580574899
F,8,11,8.537939696
F,8,11,3.053416468
F,8,11,2.257944933
F,8,11,2.825148962
F,8,11,7.995096341
